Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Egypt, Arab Rep.",EGY,..,..,24.349696489839,25.4311377245509,24.6404286008654,24.2916620241411,28.1389833252388,27.1170918367347,27.6239352317141,26.9200729226636,24.7838223106249,21.9307417402086,20.2282199796979,21.4163083207912,19.8767136150235,20.9886247391464
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,El Salvador,SLV,15.5419706138715,19.6930053584384,18.0761655168748,17.3279876137923,17.9055290299118,18.4399220427343,20.0638924536364,22.939437703617,24.4405838293456,20.9736424201051,22.0295809570405,23.2282516265937,22.6560577354889,21.1198758666738,20.5992354302039,21.0596277537907
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,39.8875950722638,36.8489170966677,34.5064459306067,33.3725624545602,26.6458526716015,28.3073563469647,27.9489643145056,25.0110410233655,24.2062020364203,26.7072108584358
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Estonia,EST,33.5889934279529,32.9254448382406,33.8905816599392,34.267338681448,34.1060669943324,32.4294453787912,33.416642597341,33.9004389607042,34.0806912735328,38.5165580763882,35.9731464199268,33.7870394056774,34.0988944773312,33.8332244091264,35.0981144476985,36.0851612754838
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ethiopia,ETH,..,11.7799227192722,12.7548413577616,13.0642932752775,11.904046384769,10.9364647378013,8.87143240493906,8.26738260053514,10.1431001761295,9.40188635516537,10.7618375171957,10.8764740793191,11.0704406589647,10.4402875798581,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Fiji,FJI,..,..,..,..,24.3997698216753,23.9183914945641,25.4440722141777,..,..,..,24.0259927484357,25.2799227032719,25.3106155671619,25.7115314218434,26.7073184418577,27.6001143604372
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Finland,FIN,40.1369430724859,38.0034201762706,38.2995367154678,37.6554572504932,37.4761006328994,37.6477458679823,37.8173265204445,37.4935685803713,37.4738657071617,35.893144192367,35.4371993586318,36.8986483397589,37.3821905672371,37.6314314097709,37.5706902089802,37.4935592832198
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,France,FRA,43.0960005681107,43.3982577038096,42.7813070551048,42.345458849329,42.2688362042911,42.7062610955856,42.9843124290169,42.4646124366424,42.4516407512623,41.7822664687759,43.2946806202009,43.0194488937601,43.938971775236,44.840493692344,45.0165018036855,44.7649961427054
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Gambia, The",GMB,..,5.46389335563304,6.26975867211773,6.97493946422548,9.30728956906967,9.92262839201615,9.72749524068534,14.9997483770319,16.3299584752485,16.234946034921,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Georgia,GEO,10.3573408860688,10.3715941870469,10.4626781636988,10.3326764736295,16.0092904715443,18.143967334493,22.4751233090147,24.038208632388,25.6914177996938,25.1824276328437,23.8635350592963,25.1630930661159,25.7390110790904,24.5856628506785,24.5481367042099,24.7355142840735
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Germany,DEU,29.719723314182,28.780099548134,28.5851563171879,28.841167885842,27.6586571068695,27.8009961492659,27.6392771336049,27.3277018020635,27.5422173991115,28.5469946510153,27.7091230436501,28.0870253632839,28.2952658560107,28.2653985507246,28.3460700365221,28.1473888259163
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,17.4551863892933,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Greece,GRC,41.46841027721,39.6086996623631,38.8741605804421,37.8485992699468,37.8647436419334,38.4240673119915,38.2495181176246,39.3941255515904,39.6536408076592,37.8417116359314,40.0868999081469,42.7505582840791,45.1188476990328,47.5239234621982,45.2208619980228,46.7205911622748
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Grenada,GRD,21.5551408077858,20.1266823859078,20.0505898343126,20.2769895554422,18.5964233137049,19.1605824405414,20.463033976612,20.9151878421771,20.8290010924449,19.2948074954236,19.9306646885738,20.248921384475,19.6913345718798,19.2179409701037,20.4109164285224,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Guatemala,GTM,10.1544564116353,11.9919841560745,12.4922281751309,12.2481814109406,12.1177599426884,11.7483393859537,12.5013000350722,12.6458537488853,11.8583252197967,10.8708056779964,11.0708350358971,11.399275708183,11.4698802383437,11.4895309872197,11.4330792210878,10.805934983304
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Honduras,HND,..,..,..,19.9554957435278,20.7539959444608,20.7489738630315,21.1096040487086,22.0651773879209,22.7434665983784,20.4203645292531,20.5549207112929,20.8951305715526,21.186906822638,22.3379430792634,23.1134335421745,23.363155171353
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Hungary,HUN,38.0301637279314,36.8781735731721,35.9627985820396,35.6538911969841,35.4976343030886,35.0879127016633,35.4600372998146,38.0330436498699,40.0847183697064,39.9645951174897,38.6235000192289,37.7634602131967,39.9428527034303,39.7732580903603,39.9761841760205,40.4631907396871
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Iceland,ISL,32.4594589467857,30.3379284832332,29.8888634346911,30.7751288854581,31.7488527342336,34.5150390686383,34.4371873750098,33.3040812539874,30.7438780223461,27.5913927460537,28.50102499449,28.5860347812758,29.9362571117354,30.5391764005494,33.5638414438763,30.6149461512602
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Indonesia,IDN,..,18.6987029268879,17.4443672511438,17.323473226498,18.3655094623452,..,..,..,19.7878439982376,15.1082541024723,14.4568585070123,15.3955398848223,15.4684373169948,15.0049455622559,14.6165291085025,12.9666993353049
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Iran, Islamic Rep.",IRN,21.628984074786,21.9506777386732,23.9938079061016,24.063407900254,24.6904334584317,30.9200488389208,29.9555043991844,28.4601516769995,26.4364150458269,25.3762281584679,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.1290204678363,28.7472120605554
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ireland,IRL,32.9515629212569,30.7816462728165,29.7118394383544,30.0476014108875,31.1517672433724,32.2019693706468,33.7280639116501,33.1893166865566,31.8171594573963,30.7636647111147,30.9044310812686,31.510654577745,31.8104297916059,32.2013166182173,32.1916131601798,25.6791405716351
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Israel,ISR,38.0274860876035,37.6500564890055,37.1412849128445,36.116999994879,35.7396526833528,35.9750428514403,36.4345864944798,36.2563829214693,33.8965552645984,31.3213056693413,32.1485416491213,32.2757795711818,31.3752746142154,32.0000240274682,32.4063803276641,32.4607447971069
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Italy,ITA,35.8545213405706,35.8273547679396,35.2980418551365,35.0156495647977,34.6001730091503,34.3533758400457,35.471645815808,36.3470975877245,36.3661862617106,37.4624661043388,37.1711193635209,36.9969908936563,38.5205158482952,38.7889411130793,38.4844328668307,38.3417311989557
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Jamaica,JAM,26.0976530442586,24.2539839168123,24.8999568377197,27.529633746855,27.5493245332198,26.6586660787275,26.9482072317912,28.4654137525666,27.6907553186954,28.1794108601595,27.4155610153779,25.9651231873402,26.2286682812297,27.7233206019453,26.7044725032281,27.4698329715905
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Japan,JPN,11.5044256188462,11.0252292043097,10.1438177997784,9.93394071835758,10.35126325088,11.375399517069,11.8394009106823,11.4836853629627,10.2796401183986,9.51168639083475,9.86805539039468,10.4289811836792,10.7571321318288,11.5400866019735,12.5105472915645,12.6109193140118
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,31.8414084948161,32.6719566153123,30.9641509058455,28.4964481629678,29.9506492170157,23.7757345630355,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kazakhstan,KAZ,11.3256594018789,11.4434033319394,13.2343357570695,13.9364065111103,15.1445872371268,..,..,..,..,..,21.4115519953052,24.0030665208961,22.5240272320204,20.5323161254745,19.4543873797191,13.6664367402631
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.7389098292822,21.1995916828168
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,56.5608702138035,54.6522895556956,67.8516774449349,76.9744767159867,96.962742921204,120.493406190319
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Korea, Rep.",KOR,21.1981271271375,20.6148045330414,20.4011700938225,20.7440055700022,20.0049532374975,20.4983858943704,21.3325623624172,22.6220447141637,22.32777415721,21.3141561451837,21.0051404085013,21.565823779284,27.8644998423544,27.4190854019328,26.2806714615712,26.3036080762947
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kuwait,KWT,..,49.0047659097281,52.3554788610871,47.4521623326558,50.0542330307701,57.6145466875768,52.209026128266,57.8742211718486,52.4533064109036,57.3987794474703,64.3246037528228,70.5995540040836,65.0709532820768,63.7915780053895,53.1814911558629,38.6211937934576
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5385600915071,29.448606667432,30.066013239815
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,2.85053967101324E-11,2.46586074301986E-11,13.5267844201739,14.1533053575261,14.5046102488688,14.4914902769977,15.2282456381955,15.6329490555551,16.0926643630653,15.8073514668857
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Latvia,LVA,39.1905680298775,37.487187448878,37.4195435244898,36.5065376341354,38.2185504150696,38.8414354826508,40.7308787492828,38.2572548505405,37.9685217239719,40.6550706758953,42.4687298462116,42.0487783160299,42.8573043923328,42.7236365885136,43.0602872584144,43.2370581380718
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Lebanon,LBN,16.0311299000769,16.009320855414,18.652327514547,20.4148637489678,21.9598102199757,21.1513213864071,20.2463349820173,21.0513491634196,21.5368948143747,21.8971456897941,20.0874390336495,21.7792038619323,19.9303037482498,18.668276847066,19.7413976059982,17.1313103290495
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Lesotho,LSO,..,..,..,39.1180631366757,43.0653968289838,41.9776253561187,52.3988391719373,57.8711572978506,60.2755746399368,66.7644714109134,45.7697660554635,40.459232964466,52.0295539579988,50.1336346287724,49.6450842861883,44.752665695007
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Liberia,LBR,..,..,..,..,..,8.36084883561644,7.54900142984808,10.6949176256373,11.6572274623407,..,13.5216785835836,13.3297713094245,15.8280520613745,15.6773459152266,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Lithuania,LTU,34.5432602569243,30.9716355325858,31.3520763191195,31.0689853057727,30.3783792847267,31.3627753236477,31.6602164465877,32.0189532869464,32.854720703164,32.7839942352688,30.1399658433841,28.8522348580617,28.9009127199641,29.1078947735687,30.5588745673757,31.234090280072
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Luxembourg,LUX,40.723568474579,41.1051009409081,40.6073933268249,40.5549303702222,39.9142439630455,41.1370402090637,39.2428430233925,39.4255731972066,40.4386908602762,41.9341686508764,41.043188215426,40.4474532236405,42.0876383223241,42.1998595255525,41.1324870994831,40.8245183650472
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Macao SAR, China",MAC,18.1017440673737,20.3044489332761,20.2209110392683,23.2590902120972,23.8443116252002,24.5860516970848,24.5686085619159,29.1282303505109,33.3398136529804,33.052117624505,36.6867757747222,40.0010179203049,39.0716355951986,38.2482123996941,36.9606424322166,31.5334233226665
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Macedonia, FYR",MKD,..,..,..,..,..,32.4151771010092,31.0013066476526,31.8518650174717,32.1779266793608,30.4520744195918,28.9291463905455,28.3319617567096,27.8566883006966,26.327538379947,26.0592139842049,26.957175033187
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Madagascar,MDG,11.6903834078409,10.1497566605056,7.99884161594576,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,15.0911814679771,16.988205332751,16.5912509276488,14.2945201530078,14.6995206256973,17.1672692721346,16.6511667103949
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Malaysia,MYS,17.4777848547002,22.6657296662592,21.7931588781145,22.1143398866678,20.9678746289941,19.5561630529565,20.7020074298363,21.0246393724141,20.7537889495382,22.2540193559458,19.4358718043738,20.3369846215943,21.4065968461326,20.9471104854243,19.9400646937981,18.9112249927277
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Maldives,MDV,29.9736752584035,21.540700403718,22.4516634732625,21.807138919784,21.2125787847568,25.2050911262123,25.9753657334769,27.1403567897973,23.7204082645022,17.6530307303042,19.1468693407657,21.3217769356971,..,..,25.6510746158126,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mali,MLI,11.0241708440891,11.0462093505977,12.2250498494549,15.2296791084233,15.7602027706726,15.2684606662002,14.2186661980572,15.0334493607902,13.9080996777717,15.080754654498,15.2458177339538,13.1378401023265,13.794157012197,14.7191795970617,13.1979037676084,14.8635668037689
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Malta,MLT,74.7900109553003,76.5332862770258,78.8099913223318,82.6041173237954,86.9143620648754,91.2780420333008,91.429754739656,89.7875840048614,38.0326007146703,38.2031244909263,38.1717402833548,38.2564227800399,38.5589942202389,38.9191163237222,39.037265824689,38.5238826467704
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,20.8415589634574,20.1454937998591,19.9136892909036,19.9405374456814,19.2156551599396,21.3736095446141,23.8218574245596,27.7192677265566
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mauritius,MUS,20.8553912674494,19.1997222469896,19.4995815295907,21.0774527561716,20.7727876204263,21.0445395486018,18.9603804908691,17.9850398297879,20.2884392128167,22.7043488394412,22.1122234597687,21.9154566652654,22.5701566260937,22.3919902684501,22.9330820125388,11.4616668252446
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mexico,MEX,12.1102238977342,..,..,..,..,..,..,..,20.6463198202004,17.6970933603605,18.0434349658682,18.9159345700335,18.7448447393246,18.8045337006917,18.3605665509857,19.0386629339117
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,12.999767564479,12.8052004041909,12.2091180752536,12.0606395254654,14.5547392793091,17.8546028579872,28.803702459816,28.4917677121972
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Moldova,MDA,24.5025486970365,21.2434370760019,24.798435953977,26.7092287974496,28.7826679113057,31.689263552893,33.3082579405044,34.2480758454901,34.3612033048457,32.614867203853,31.6026294825572,30.7131734667394,31.2360896236358,29.8476364716269,30.9154221000279,31.3602644431699
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mongolia,MNG,24.3569349126739,25.4218371645729,24.7590421508933,30.2400450846755,..,..,37.6864723040851,37.5832926622921,30.8159736345986,26.8311781332715,29.0280155715086,28.5930240405597,25.617416128546,27.6871274569587,25.1551910618293,22.5631140834535
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Morocco,MAR,..,..,27.7259382972965,26.9286260265151,27.3519245194467,29.2906924383131,29.9680867695985,33.075779615752,34.9425401840779,32.5789129536206,31.00203287118,32.71183429597,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,17.8916019652994,20.8128010538186,22.4237489168387,25.710726302963,28.8559141834848,26.3476302196006
